Version	ATC-Code	ATC-Bedeutung	DDD-Info
2025	C03EA12	Metolazon und Kalium sparende Mittel	
2025	C03EA13	Bendroflumethiazid und Kalium sparende Mittel	
2025	C03EA14	Butizid und Kalium sparende Mittel	
2025	C03EA15	Xipamid und Triamteren	Standarddosis: 1 DE O 
2025	C03EA16	Bemetizid und Triamteren	Standarddosis: 1 DE O 
2025	C03EA21	Hydrochlorothiazid und Triamteren	Standarddosis: 1 DE O 
2025	C03EA33	Bendroflumethiazid und Amilorid	Standarddosis: 1 DE O 
2025	C03EA41	Hydrochlorothiazid und Amilorid	Standarddosis: 1 DE O 
2025	C03EB  	High-ceiling-Diuretika und Kalium sparende Diuretika	
2025	C03EB01	Furosemid und Kalium sparende Mittel	
2025	C03EB02	Bumetanid und Kalium sparende Mittel	
2025	C03EB03	Torasemid und Kalium sparende Mittel	
2025	C03EB21	Furosemid und Triamteren	Standarddosis: 1 DE O 
2025	C03EB31	Furosemid und Amilorid	Standarddosis: 1 DE O 
2025	C03EC  	Aldosteronantagonisten und Low-ceiling-Diuretika	
2025	C03EC01	Spironolacton und Low-ceiling-Diuretika	Standarddosis: 1 DE O 
2025	C03EC02	Kaliumcanrenoat und Low-ceiling-Diuretika	
2025	C03EC21	Spironolacton und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C03EC41	Spironolacton und Bendroflumethiazid	Standarddosis: 1 DE O 
2025	C03ED  	Aldosteronantagonisten und High-ceiling-Diuretika	
2025	C03ED01	Spironolacton und Furosemid	Standarddosis: 1 DE O 
2025	C03ED02	Kaliumcanrenoat und High-ceiling-Diuretika	
2025	C03X   	ANDERE DIURETIKA	
2025	C03XA  	Vasopressinantagonisten	
2025	C03XA01	Tolvaptan	30 mg O
2025	C03XA02	Conivaptan	
2025	C03XH  	Andere homöopathische und anthroposophische Diuretika	
2025	C03XH20	Kombinationen	
2025	C03XP  	Pflanzliche Diuretika	
2025	C03XP01	Schachtelhalmkraut	
2025	C03XP02	Birkenblätter	
2025	C03XP03	Wacholderbeeren	
2025	C03XP30	Kombinationen	
2025	C04    	PERIPHERE VASODILATATOREN	
2025	C04A   	PERIPHERE VASODILATATOREN	
2025	C04AA  	2-Amino-1-phenylethanol-Derivate	
2025	C04AA01	Isoxsuprin	60 mg O,P
2025	C04AA02	Buphenin	30 mg O
2025	C04AA31	Bamethan	75 mg O
2025	C04AA52	Buphenin, Kombinationen	
2025	C04AA81	Bamethan, Kombinationen	
2025	C04AB  	Imidazolin-Derivate	
2025	C04AB01	Phentolamin	10 mg O,P
2025	C04AB02	Tolazolin	75 mg O
2025	C04AC  	Nicotinsäure und Derivate	
2025	C04AC01	Nicotinsäure	0,2 g O,P
2025	C04AC02	Nicotinylalkohol (Pyridylcarbinol)	0,3 g O,P
2025	C04AC03	Inositolnicotinat	1,2 g O
2025	C04AC07	Ciclonicat	
2025	C04AC20	Kombinationen	
2025	C04AC51	Nicotinsäure, Kombinationen	
2025	C04AC52	Pyridylcarbinol, Kombinationen	
2025	C04AC53	Inositolnicotinat, Kombinationen	
2025	C04AC58	Benzylnicotinat, Kombinationen	
2025	C04AD  	Purin-Derivate	
2025	C04AD01	Pentifyllin	
2025	C04AD02	Xantinolnicotinat	0,9 g O,P
2025	C04AD03	Pentoxifyllin	1 g O; 0,3 g P
2025	C04AD04	Etofyllinnicotinat	0,3 g O
2025	C04AD50	Andere Purin-Derivate, Kombinationen	
2025	C04AD54	Etofyllin, Kombinationen	
2025	C04AD56	Proxyphyllin, Kombinationen	
2025	C04AE  	Mutterkorn-Alkaloide	
2025	C04AE01	Ergoloidmesylat	3 mg O,P
2025	C04AE02	Nicergolin	
2025	C04AE04	Dihydroergocristin	
2025	C04AE51	Ergoloidmesylat, Kombinationen	
2025	C04AE54	Dihydroergocristin, Kombinationen	
2025	C04AF  	Enzyme	
2025	C04AF01	Kallidinogenase	30 E O,P
2025	C04AF51	Kallidinogenase, Kombinationen	
2025	C04AG  	Prostaglandine	
2025	C04AG01	Alprostadil	40 mcg P 
2025	C04AH  	Homöopathische und anthroposophische Vasodilatatoren	
2025	C04AH10	Verschiedene	
2025	C04AH20	Kombinationen	
2025	C04AX  	Andere periphere Vasodilatatoren	
2025	C04AX01	Cyclandelat	0,6 g O
2025	C04AX02	Phenoxybenzamin	30 mg O
2025	C04AX07	Vincamin	
2025	C04AX10	Moxisylyt	
2025	C04AX11	Bencyclan	
2025	C04AX13	Piribedil	
2025	C04AX17	Vinburnin	
2025	C04AX19	Suloctidil	
2025	C04AX20	Buflomedil	0,6 g O
2025	C04AX21	Naftidrofuryl	0,6 g O; 0,3 g P 
2025	C04AX23	Butalamin	
2025	C04AX24	Visnadin	0,6 g O
2025	C04AX26	Cetiedil	
2025	C04AX27	Cinepazid	
2025	C04AX28	Ifenprodil	
2025	C04AX30	Azapetin	0,15 g O
2025	C04AX32	Fasudil	
2025	C04AX33	Clazosentan	
2025	C04AX37	Diisopropylamin	
2025	C04AX38	Papaverin	
2025	C04AX39	Raubasin	
2025	C04AX42	Moxaverin	
2025	C04B   	KOMBINATIONEN VON ANDEREN PERIPHEREN VASODILATATOREN	
2025	C04BA  	Kombinationen von anderen peripheren Vasodilatatoren	
2025	C04BA01	Moxaverin, Kombinationen	
2025	C04BA02	Papaverin, Kombinationen	
2025	C04BA03	Raubasin, Kombinationen	
2025	C04BA04	Organextrakt, Kombinationen	
2025	C04BA05	Diisopropylamin, Kombinationen	
2025	C04BA06	Visnadin, Kombinationen	
2025	C05    	VASOPROTEKTOREN	
2025	C05A   	MITTEL ZUR BEHANDLUNG VON HÄMORRHOIDEN UND ANALFISSUREN ZUR TOPISCHEN ANWENDUNG	
2025	C05AA  	Corticosteroide	
2025	C05AA01	Hydrocortison	
2025	C05AA04	Prednisolon	
2025	C05AA05	Betamethason	
2025	C05AA06	Fluorometholon	
2025	C05AA08	Fluocortolon	
2025	C05AA09	Dexamethason	
2025	C05AA10	Fluocinolonacetonid	
2025	C05AA11	Fluocinonid	
2025	C05AA12	Triamcinolon	
2025	C05AA51	Hydrocortison, Kombinationen	
2025	C05AA54	Prednisolon, Kombinationen	
2025	C05AA55	Betamethason, Kombinationen	
2025	C05AA56	Fluorometholon, Kombinationen	
2025	C05AA58	Fluocortolon, Kombinationen	
2025	C05AA60	Fluocinolonacetonid, Kombinationen	
2025	C05AA61	Fluocinonid, Kombinationen	
2025	C05AA62	Triamcinolon, Kombinationen	
2025	C05AA64	Flupredniden, Kombinationen	
2025	C05AA65	Clocortolon, Kombinationen	
2025	C05AB  	Antibiotika	
2025	C05AD  	Lokalanästhetika	
2025	C05AD01	Lidocain	
2025	C05AD02	Tetracain	
2025	C05AD03	Benzocain	
2025	C05AD04	Cinchocain	
2025	C05AD05	Procain	
2025	C05AD06	Oxetacain	
2025	C05AD07	Pramocain	
2025	C05AD10	Polidocanol (Lauromacrogol 400)	
2025	C05AD11	Quinisocain	
2025	C05AD20	Kombinationen	
2025	C05AD51	Lidocain, Kombinationen	
2025	C05AD53	Benzocain, Kombinationen	
2025	C05AD54	Cinchocain, Kombinationen	
2025	C05AD55	Procain, Kombinationen	
2025	C05AD58	Propipocain, Kombinationen	
2025	C05AD59	Fomocain, Kombinationen	
2025	C05AD60	Polidocanol (Lauromacrogol 400), Kombinationen	
2025	C05AD61	Quinisocain, Kombinationen	
2025	C05AD62	Butoxycain, Kombinationen	
2025	C05AE  	Muskelrelaxanzien	
2025	C05AE01	Glyceroltrinitrat	
2025	C05AE02	Isosorbiddinitrat	
2025	C05AE03	Diltiazem	
2025	C05AF  	Verödungsmittel	
2025	C05AF01	Chinin	
2025	C05AF51	Chinin, Kombinationen	
2025	C05AH  	Homöopathische und anthroposophische Hämorrhoidenmittel zur topischen Anwendung	
2025	C05AH01	Hamamelis	
2025	C05AH20	Kombinationen	
2025	C05AP  	Pflanzliche Hämorrhoidenmittel zur topischen Anwendung	
2025	C05AP01	Hamamelisblätter und -rinde	
2025	C05AP30	Kombinationen	
2025	C05AP52	Rosskastaniensamen, Kombinationen	
2025	C05AX  	Andere Mittel zur Behandlung von Hämorrhoiden und Analfissuren zur topischen Anwendung	
2025	C05AX01	Aluminium-haltige Zubereitungen	
2025	C05AX02	Bismutpräparate, Kombinationen	
2025	C05AX03	Andere Hämorrhoidenmittel, Kombinationen	
2025	C05AX04	Zinkpräparate	
2025	C05AX05	Tribenosid	
2025	C05AX06	Phenylephrin	
2025	C05AX07	Lebertran	
2025	C05AX08	Heparin	
2025	C05AX09	Mikroorganismen	
2025	C05AX13	Bituminosulfonate, inkl. Kombinationen	
2025	C05AX14	Dioxopromethazin	
2025	C05AX15	Ruscogenin	
2025	C05B   	ANTIVARIKOSA	
2025	C05BA  	Heparine oder Heparinoide zur topischen Anwendung	
2025	C05BA01	Heparinoide	
2025	C05BA02	Natriumapolat	
2025	C05BA03	Heparin	Standarddosis: 2,5 g Salbe etc. T 
2025	C05BA04	Natriumpentosanpolysulfat	
2025	C05BA05	Mucopolysaccharidschwefelsäureester	
2025	C05BA51	Heparinoid, Kombinationen	
2025	C05BA53	Heparin, Kombinationen	
2025	C05BA54	Natriumpentosanpolysulfat, Kombinationen	
2025	C05BA55	Mucopolysaccharidschwefelsäureester, Kombinationen	
2025	C05BB  	Sklerosierende Mittel zur lokalen Injektion	
2025	C05BB01	Monoethanolaminoleat	
2025	C05BB02	Polidocanol (Lauromacrogol 400)	
2025	C05BB03	Invertzucker	
2025	C05BB04	Natriumtetradecylsulfat	
2025	C05BB05	Phenol	
2025	C05BB56	Glucose, Kombinationen	
2025	C05BP  	Pflanzliche Venenmittel zur topischen Anwendung	
2025	C05BP01	Rosskastaniensamen	
2025	C05BP02	Weinlaubblätter	
2025	C05BP03	Hamamelisblätter und -rinde	
2025	C05BP04	Arnikablüten	
2025	C05BP30	Kombinationen	
2025	C05BP51	Rosskastaniensamen, Kombinationen	
2025	C05BP52	Weinlaubblätter, Kombinationen	
2025	C05BX  	Andere sklerosierende Mittel	
2025	C05BX01	Calciumdobesilat	
2025	C05BX51	Calciumdobesilat, Kombinationen	
2025	C05BZ  	Andere Venenmittel zur topischen Anwendung	
2025	C05BZ02	Hydroxyethylrutoside	
2025	C05BZ04	Diosmin	
2025	C05BZ05	Digitoxin	
2025	C05BZ06	Benzaron	
2025	C05BZ07	Cumarin	
2025	C05BZ09	Aescin	
2025	C05BZ20	Kombinationen	
2025	C05BZ59	Aescin, Kombinationen	
2025	C05C   	KAPILLARSTABILISIERENDE MITTEL	
2025	C05CA  	Bioflavonoide	
2025	C05CA01	Rutoside	
2025	C05CA02	Monoxerutin	
2025	C05CA03	Diosmin	
2025	C05CA04	Troxerutin	0,9 g O 
2025	C05CA05	Hidrosmin	
2025	C05CA06	Pygnogenol	
2025	C05CA07	Aescin	0,1 g O 
2025	C05CA13	Hydroxyethylrutoside	
2025	C05CA20	Kombinationen	
2025	C05CA51	Rutosid, Kombinationen	
2025	C05CA53	Diosmin, Kombinationen	
2025	C05CA54	Troxerutin, Kombinationen	
2025	C05CA57	Aescin, Kombinationen	
2025	C05CA59	Trimethylhesperidin, Kombinationen	
2025	C05CH  	Homöopathische und anthroposophische kapillarstabilisierende Mittel	
2025	C05CH10	Verschiedene	
2025	C05CH20	Kombinationen	
2025	C05CH50	Kombinationen mit anderen Mitteln	
2025	C05CP  	Pflanzliche kapillarstabilisierende Mittel	
2025	C05CP01	Rosskastaniensamen	0,1 g O bezogen auf Aescin 
2025	C05CP02	Weinlaubblätter	
2025	C05CP04	Mäusedornwurzelstock	
2025	C05CP05	Steinkleekraut	
2025	C05CP30	Kombinationen	
2025	C05CP50	Andere pflanzliche kapillarstabilisierende Mittel, Kombinationen	
2025	C05CP51	Rosskastaniensamen, Kombinationen	
2025	C05CP52	Weinlaubblätter, Kombinationen	
2025	C05CP53	Goldrutenkraut, Kombinationen	
2025	C05CP54	Mäusedornwurzelstock, Kombinationen	
2025	C05CX  	Andere kapillarstabilisierende Mittel	
2025	C05CX01	Tribenosid	
2025	C05CX02	Naftazon	
2025	C05CX03	Hippocastani semen*	
2025	C05CX05	Benzaron	
2025	C05CX54	Spartein, Kombinationen	
2025	C05X   	ANDERE VASOPROTEKTOREN	
2025	C05XX  	Andere Vasoprotektoren	
2025	C05XX01	Beperminogen perplasmid	
2025	C06    	ANDERE HERZ- UND KREISLAUFMITTEL	
2025	C06A   	ANTIHYPOTONIKA	
2025	C06AA  	Ergotamin-Derivate	
2025	C06AA02	Dihydroergotaminmesilat	4 mg O 
2025	C06AA50	Dihydroergotaminmesilat und Etilefrin	
2025	C06AH  	Homöopathische und anthroposophische Antihypotonika	
2025	C06AH10	Verschiedene	
2025	C06AH20	Kombinationen	
2025	C07    	BETA-ADRENOZEPTORANTAGONISTEN**	
2025	C07A   	BETA-ADRENOZEPTORANTAGONISTEN	
2025	C07AA  	Beta-Adrenozeptorantagonisten, nichtselektiv	
2025	C07AA01	Alprenolol	0,4 g O,P
2025	C07AA02	Oxprenolol	0,16 g O,P
2025	C07AA03	Pindolol	15 mg O,P
2025	C07AA05	Propranolol	0,16 g O,P
2025	C07AA06	Timolol	20 mg O,P
2025	C07AA07	Sotalol	0,16 g O,P
2025	C07AA12	Nadolol	0,16 g O
2025	C07AA14	Mepindolol	5 mg O
2025	C07AA15	Carteolol	10 mg O
2025	C07AA16	Tertatolol	5 mg O
2025	C07AA17	Bopindolol	
2025	C07AA18	Metipranolol	
2025	C07AA19	Bupranolol	0,1 g O 
2025	C07AA23	Penbutolol	40 mg O
2025	C07AA27	Cloranolol	
2025	C07AA30	Carazolol	
2025	C07AA31	Bunitrolol	
2025	C07AB  	Beta-Adrenozeptorantagonisten, selektiv	
2025	C07AB01	Practolol	0,3 g O; 20 mg P
2025	C07AB02	Metoprolol	0,15 g O bezogen auf Metoprololtartrat; 0,15 g P
2025	C07AB03	Atenolol	75 mg O,P
2025	C07AB04	Acebutolol	0,4 g O,P
2025	C07AB05	Betaxolol	20 mg O
2025	C07AB06	Bevantolol	0,3 g O
2025	C07AB07	Bisoprolol	10 mg O bezogen auf Bisoprololhemifumarat
2025	C07AB08	Celiprolol	0,2 g O
2025	C07AB09	Esmolol	2,5 g P
2025	C07AB10	Epanolol	0,2 g O
2025	C07AB11	S-Atenolol	50 mg O
2025	C07AB12	Nebivolol	5 mg O
2025	C07AB13	Talinolol	0,1 g O
2025	C07AB14	Landiolol	
2025	C07AG  	Alpha- und Beta-Adrenozeptorantagonisten	
2025	C07AG01	Labetalol	0,6 g O,P
2025	C07AG02	Carvedilol	37,5 mg O
2025	C07B   	BETA-ADRENOZEPTORANTAGONISTEN UND THIAZIDE	
2025	C07BA  	Beta-Adrenozeptorantagonisten, nichtselektiv, und Thiazide	
2025	C07BA01	Alprenolol und Thiazide	Standarddosis: 1 DE O 
2025	C07BA02	Oxprenolol und Thiazide	
2025	C07BA05	Propranolol und Thiazide	Standarddosis: 1 DE O 
2025	C07BA06	Timolol und Thiazide	
2025	C07BA07	Sotalol und Thiazide	Standarddosis: 1 DE O 
2025	C07BA12	Nadolol und Thiazide	Standarddosis: 1 DE O 
2025	C07BA14	Mepindolol und Thiazide	Standarddosis: 1 DE O 
2025	C07BA18	Metipranolol und Thiazide	Standarddosis: 1 DE O 
2025	C07BA68	Metipranolol und Thiazide, Kombinationen	
2025	C07BB  	Beta-Adrenozeptorantagonisten, selektiv, und Thiazide	
2025	C07BB02	Metoprolol und Thiazide	
2025	C07BB03	Atenolol und Thiazide	
2025	C07BB04	Acebutolol und Thiazide	
2025	C07BB06	Bevantolol und Thiazide	
2025	C07BB07	Bisoprolol und Thiazide	
2025	C07BB12	Nebivolol und Thiazide	
2025	C07BB22	Metoprolol und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C07BB27	Bisoprolol und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C07BB52	Metoprolol und Thiazide, Kombinationen	
2025	C07BG  	Alpha- und Beta-Adrenozeptorantagonisten und Thiazide	
2025	C07BG01	Labetalol und Thiazide	
2025	C07BG02	Carvedilol und Thiazide	
2025	C07C   	BETA-ADRENOZEPTORANTAGONISTEN UND ANDERE DIURETIKA	
2025	C07CA  	Beta-Adrenozeptorantagonisten, nichtselektiv, und andere Diuretika	
2025	C07CA02	Oxprenolol und andere Diuretika	Standarddosis: 1 DE O 
2025	C07CA03	Pindolol und andere Diuretika	Standarddosis: 1 DE O 
2025	C07CA05	Propranolol und andere Diuretika	Standarddosis: 1 DE O 
2025	C07CA17	Bopindolol und andere Diuretika	
2025	C07CA23	Penbutolol und andere Diuretika	
2025	C07CA51	Penbutolol und Furosemid	Standarddosis: 1 DE O 
2025	C07CA52	Penbutolol und Piretanid	Standarddosis. 1 DE O 
2025	C07CB  	Beta-Adrenozeptorantagonisten, selektiv, und andere Diuretika	
2025	C07CB02	Metoprolol und andere Diuretika	
2025	C07CB03	Atenolol und andere Diuretika	
2025	C07CB04	Acebutolol und andere Diuretika	Standarddosis: 1 DE O 
2025	C07CB08	Celiprolol und andere Diuretika	
2025	C07CB22	Metoprolol und Chlortalidon	Standarddosis: 1 DE O 
2025	C07CB23	Atenolol und Chlortalidon	Standarddosis: 1 DE O 
2025	C07CB53	Atenolol und andere Diuretika, Kombinationen	
2025	C07CG  	Alpha- und Beta-Adrenozeptorantagonisten und andere Diuretika	
2025	C07CG01	Labetalol und andere Diuretika	
2025	C07D   	BETA-ADRENOZEPTORANTAGONISTEN, THIAZIDE UND ANDERE DIURETIKA	
2025	C07DA  	Beta-Adrenozeptorantagonisten, nichtselektiv, Thiazide und andere Diuretika	
2025	C07DA06	Timolol, Thiazide und andere Diuretika	
2025	C07DA25	Propranolol, Hydrochlorothiazid und Triamteren	Standarddosis: 2 DE O 
2025	C07DA26	Timolol, Hydrochlorothiazid und Amilorid	Standarddosis: 1 DE O 
2025	C07DB  	Beta-Adrenozeptorantagonisten, selektiv, Thiazide und andere Diuretika	
2025	C07DB01	Atenolol, Thiazide und andere Diuretika	
2025	C07E   	BETA-ADRENOZEPTORANTAGONISTEN UND VASODILATATOREN	
2025	C07EA  	Beta-Adrenozeptorantagonisten, nichtselektiv, und Vasodilatatoren	
2025	C07EA03	Pindolol und Vasodilatatoren	Standarddosis: 1 DE O 
2025	C07EA05	Propranolol und Vasodilatatoren	Standarddosis: 1 DE O 
2025	C07EA19	Bupranolol und Vasodilatatoren	Standarddosis: 1 DE O 
2025	C07EB  	Beta-Adrenozeptorantagonisten, selektiv, und Vasodilatatoren	
2025	C07F   	BETA-ADRENOZEPTORANTAGONISTEN, ANDERE KOMBINATIONEN	
2025	C07FB  	Beta-Adrenozeptorantagonisten und Calciumkanalblocker	
2025	C07FB02	Metoprolol und Felodipin	Standarddosis: 1 DE O 
2025	C07FB03	Atenolol und Nifedipin	Standarddosis: 1 DE O 
2025	C07FB07	Bisoprolol und Amlodipin	Standarddosis: 1 DE O 
2025	C07FB12	Nebivolol und Amlodipin	
2025	C07FB13	Metoprolol und Amlodipin	Standarddosis: 1 DE O 
2025	C07FB22	Metoprolol und Nifedipin	Standarddosis: 1 DE O 
2025	C07FB26	Acebutolol und Nifedipin	Standarddosis: 1 DE O 
2025	C07FX  	Beta-Adrenozeptorantagonisten, andere Kombinationen	
2025	C07FX01	Propranolol und andere Kombinationen	Standarddosis: 1 DE O 
2025	C07FX02	Sotalol und Acetylsalicylsäure	
2025	C07FX03	Metoprolol und Acetylsalicylsäure	
2025	C07FX04	Bisoprolol und Acetylsalicylsäure	Standarddosis: 1 DE O 
2025	C07FX05	Metoprolol und Ivabradin	Standarddosis: 2 DE O 
2025	C07FX06	Carvedilol und Ivabradin	
2025	C07FX15	Oxprenolol und andere Antihypertensiva	Standarddosis: 1 DE O 
2025	C07FX16	Metipranolol und andere Antihypertensiva	Standarddosis: 1 DE O 
2025	C07FX17	Bupranolol und andere Antihypertensiva	Standarddosis: 1 DE O 
2025	C07FX18	Atenolol, Chlortalidon und Hydralazin	Standarddosis: 1 DE O 
2025	C07FX19	Bupranolol und andere Mittel	
2025	C08    	CALCIUMKANALBLOCKER	
2025	C08C   	SELEKTIVE CALCIUMKANALBLOCKER MIT VORWIEGENDER GEFÄSSWIRKUNG	
2025	C08CA  	Dihydropyridin-Derivate	
2025	C08CA01	Amlodipin	5 mg O
2025	C08CA02	Felodipin	5 mg O
2025	C08CA03	Isradipin	5 mg O,P
2025	C08CA04	Nicardipin	90 mg O,P
2025	C08CA05	Nifedipin	30 mg O,P
2025	C08CA06	Nimodipin	0,3 g O; 50 mg P
2025	C08CA07	Nisoldipin	20 mg O
2025	C08CA08	Nitrendipin	20 mg O
2025	C08CA09	Lacidipin	4 mg O
2025	C08CA10	Nilvadipin	8 mg O
2025	C08CA11	Manidipin	10 mg O
2025	C08CA12	Barnidipin	10 mg O
2025	C08CA13	Lercanidipin	10 mg O
2025	C08CA14	Cilnidipin	10 mg O
2025	C08CA15	Benidipin	
2025	C08CA16	Clevidipin	0,12 g P 
2025	C08CA17	Levamlodipin	
2025	C08CA51	Amlodipin und Celecoxib	
2025	C08CA55	Nifedipin, Kombinationen	
2025	C08CX  	Andere selektive Calciumkanalblocker mit vorwiegender Gefäßwirkung	
2025	C08CX01	Mibefradil	75 mg O
2025	C08D   	SELEKTIVE CALCIUMKANALBLOCKER MIT VORWIEGENDER HERZWIRKUNG	
2025	C08DA  	Phenylalkylamin-Derivate	
2025	C08DA01	Verapamil	0,24 g O,P
2025	C08DA02	Gallopamil	0,1 g O 
2025	C08DA03	Etripamil	
2025	C08DA51	Verapamil, Kombinationen	
2025	C08DA81	Verapamil in Kombination mit Chinidin	
2025	C08DB  	Benzothiazepin-Derivate	
2025	C08DB01	Diltiazem	0,24 g O
2025	C08E   	NICHTSELEKTIVE CALCIUMKANALBLOCKER	
2025	C08EA  	Phenylalkylamin-Derivate	
2025	C08EA01	Fendilin	
2025	C08EA02	Bepridil	0,3 g O
2025	C08EX  	Andere nichtselektive Calciumkanalblocker	
2025	C08EX01	Lidoflazin	0,18 g O
2025	C08EX02	Perhexilin	0,2 g O
2025	C08G   	CALCIUMKANALBLOCKER UND DIURETIKA	
2025	C08GA  	Calciumkanalblocker und Diuretika	
2025	C08GA01	Nifedipin und Diuretika	Standarddosis: 1 DE O 
2025	C08GA02	Amlodipin und Diuretika	
2025	C08GA22	Amlodipin und Indapamid	Standarddosis: 1 DE O 
2025	C08GA23	Verapamil und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C08GA53	Verapamil, Hydrochlorothiazid und Triamteren	Standarddosis: 1 DE O 
2025	C09    	MITTEL MIT WIRKUNG AUF DAS RENIN-ANGIOTENSIN-SYSTEM	
2025	C09A   	ACE-HEMMER, REIN	
2025	C09AA  	ACE-Hemmer, rein	
2025	C09AA01	Captopril	50 mg O
2025	C09AA02	Enalapril	10 mg O,P; 5,6 mg SL Kinder DDD 
2025	C09AA03	Lisinopril	10 mg O
2025	C09AA04	Perindopril	4 mg O
2025	C09AA05	Ramipril	2,5 mg O
2025	C09AA06	Quinapril	15 mg O,P
2025	C09AA07	Benazepril	7,5 mg O
2025	C09AA08	Cilazapril	2,5 mg O
2025	C09AA09	Fosinopril	15 mg O
2025	C09AA10	Trandolapril	2 mg O
2025	C09AA11	Spirapril	6 mg O
2025	C09AA12	Delapril	30 mg O
2025	C09AA13	Moexipril	15 mg O
2025	C09AA14	Temocapril	10 mg O
2025	C09AA15	Zofenopril	30 mg O
2025	C09AA16	Imidapril	10 mg O
2025	C09B   	ACE-HEMMER, KOMBINATIONEN	
2025	C09BA  	ACE-Hemmer und Diuretika	
2025	C09BA01	Captopril und Diuretika	
2025	C09BA02	Enalapril und Diuretika	
2025	C09BA03	Lisinopril und Diuretika	
2025	C09BA04	Perindopril und Diuretika	
2025	C09BA05	Ramipril und Diuretika	
2025	C09BA06	Quinapril und Diuretika	
2025	C09BA07	Benazepril und Diuretika	
2025	C09BA08	Cilazapril und Diuretika	
2025	C09BA09	Fosinopril und Diuretika	
2025	C09BA12	Delapril und Diuretika	
2025	C09BA13	Moexipril und Diuretika	
2025	C09BA15	Zofenopril und Diuretika	
2025	C09BA21	Captopril und Hydrochlorothiazid	Standarddosis. 1 DE O 
2025	C09BA22	Enalapril und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C09BA23	Lisinopril und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C09BA25	Ramipril und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C09BA26	Quinapril und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C09BA27	Benazepril und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C09BA28	Cilazapril und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C09BA29	Fosinopril und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C09BA33	Moexipril und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C09BA35	Zofenopril und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C09BA54	Perindopril und Indapamid	Standarddosis: 1 DE O 
2025	C09BA55	Ramipril und Piretanid	Standarddosis. 1 DE O 
2025	C09BB  	ACE-Hemmer und Calciumkanalblocker	
2025	C09BB02	Enalapril und Lercanidipin	Standarddosis: 1 DE O 
2025	C09BB03	Lisinopril und Amlodipin	
2025	C09BB04	Perindopril und Amlodipin	Standarddosis: 1 DE O 
2025	C09BB05	Ramipril und Felodipin	Standarddosis: 1 DE O 
2025	C09BB06	Enalapril und Nitrendipin	Standarddosis: 1 DE O 
2025	C09BB07	Ramipril und Amlodipin	Standarddosis: 1 DE O 
2025	C09BB10	Trandolapril und Verapamil	Standarddosis: 1 DE O 
2025	C09BB12	Delapril und Manidipin	Standarddosis: 1 DE O 
2025	C09BB13	Benazepril und Amlodipin	
2025	C09BB14	Zofenopril und Amlodipin	
2025	C09BX  	ACE-Hemmer, andere Kombinationen	
2025	C09BX01	Perindopril, Amlodipin und Indapamid	Standarddosis: 1 DE O 
2025	C09BX02	Perindopril und Bisoprolol	
2025	C09BX03	Ramipril, Amlodipin und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C09BX04	Perindopril, Bisoprolol und Amlodipin	
2025	C09BX05	Ramipril und Bisoprolol	Standarddosis: 1 DE O 
2025	C09BX06	Perindopril, Bisoprolol, Amlodipin und Indapamid	
2025	C09BX07	Zofenopril und Nebivolol	
2025	C09C   	ANGIOTENSIN-II-REZEPTORBLOCKER (ARB), REIN	
2025	C09CA  	Angiotensin-II-Rezeptorblocker (ARB), rein	
2025	C09CA01	Losartan	50 mg O
2025	C09CA02	Eprosartan	0,6 g O
2025	C09CA03	Valsartan	80 mg O
2025	C09CA04	Irbesartan	0,15 g O
2025	C09CA05	Tasosartan	
2025	C09CA06	Candesartan	8 mg O
2025	C09CA07	Telmisartan	40 mg O
2025	C09CA08	Olmesartanmedoxomil	20 mg O
2025	C09CA09	Azilsartanmedoxomil	40 mg O
2025	C09CA10	Fimasartan	60 mg O
2025	C09D   	ANGIOTENSIN-II-REZEPTORBLOCKER (ARB), KOMBINATIONEN	
2025	C09DA  	Angiotensin-II-Rezeptorblocker (ARB) und Diuretika	
2025	C09DA01	Losartan und Diuretika	
2025	C09DA02	Eprosartan und Diuretika	
2025	C09DA03	Valsartan und Diuretika	
2025	C09DA04	Irbesartan und Diuretika	
2025	C09DA06	Candesartan und Diuretika	
2025	C09DA07	Telmisartan und Diuretika	
2025	C09DA08	Olmesartanmedoxomil und Diuretika	
2025	C09DA09	Azilsartanmedoxomil und Diuretika	
2025	C09DA10	Fimasartan und Diuretika	
2025	C09DA21	Losartan und Hydrochlorothiazid	Standarddosis: 1 DE O 
2025	C09DA22	Eprosartan und Hydrochlorothiazid	Standarddosis: 1 DE O 
